,nb_id,longer_beginning,longer_ending,has_author,has_equation,jupyter_prop,output_cell_prop,markdown_prop,num_contrib,image_prop,is_education,has_links,has_comments,md_frequency,has_title,num_commits,md_format,non_exec_prop,exec_inorder,exec_skips,has_error,has_export,num_functions,has_test,num_headers,cluster
30,19448,False,False,False,False,0.8869248996606751,0.2,0.4736842105263158,1.0,0.0,False,False,True,0.7222222222222222,True,8.0,True,0.5,0.75,11.75,True,False,0.0,False,9.0,1
31,19508,False,True,False,False,1.0,0.7777777777777778,0.5909090909090909,1.0,0.0,True,False,True,0.7619047619047619,True,1.0,True,0.0,0.75,6.75,False,False,5.0,False,9.0,1
32,19615,False,False,False,False,0.8869248996606751,0.2,0.4736842105263158,1.0,0.0,False,False,True,0.7222222222222222,True,3.0,True,0.5,0.75,16.0,True,False,0.0,False,9.0,1
33,19708,False,False,False,True,0.9085572112577446,0.5714285714285714,0.3170731707317073,1.0,0.125,True,False,True,0.475,True,5.0,False,0.0,1.0,1.0,False,False,10.0,False,10.0,1
34,20190,False,False,False,False,1.0,0.2307692307692308,0.05882352941176471,1.0,0.30303030303030304,True,True,True,0.0986842105263158,False,1.0,False,0.6713286713286714,0.9772727272727272,1.75,True,True,0.0,True,1.0,1
35,21682,False,False,False,False,0.990928926738888,0.0,0.38461538461538464,2.0,0.0,False,False,True,0.52,False,1.0,True,0.9090909090909092,1.0,0.0,False,False,1.0,False,0.0,1
36,22239,True,False,False,False,0.9054510068055251,0.4418604651162791,0.5274725274725275,1.0,0.5789473684210527,True,True,True,0.6,True,1.0,True,0.4883720930232558,1.0,1.4285714285714286,False,False,5.0,False,8.0,1
37,22240,True,False,False,False,0.9054510068055251,0.4418604651162791,0.5274725274725275,1.0,0.5789473684210527,True,True,True,0.6,True,1.0,True,0.4883720930232558,1.0,1.4285714285714286,False,False,5.0,False,8.0,1
38,22317,False,True,False,False,0.9993305931519536,0.5666666666666667,0.4915254237288136,1.0,0.5882352941176471,False,False,True,0.6379310344827587,False,1.0,True,0.0,0.8620689655172413,70.82758620689657,False,False,5.0,False,33.0,0
39,24263,False,False,False,False,0.9784306235791392,1.0,0.5454545454545454,8.0,1.0,False,False,False,0.9,True,1.0,False,0.0,0.75,14.5,False,False,0.0,False,6.0,1
40,24518,True,True,False,False,1.0,0.3235294117647059,0.43333333333333335,1.0,0.09090909090909093,True,True,True,0.7478991596638656,True,1.0,True,0.0,0.9850746268656716,1.6268656716417909,False,True,2.0,False,2.0,1
41,24574,True,False,False,False,1.0,0.5555555555555556,0.5,0.0,0.2,False,False,True,1.0,True,1.0,False,0.1111111111111111,0.7142857142857143,14.142857142857142,False,False,18.0,False,2.0,1
42,25045,True,False,False,False,1.0,0.16666666666666666,0.5714285714285714,1.0,0.0,True,False,True,0.7037037037037037,True,1.0,False,0.0,0.9,2.5,False,False,9.0,False,6.0,1
43,27094,True,False,False,False,0.9613244132648796,0.3125,0.5151515151515151,1.0,0.0,True,False,True,0.65625,True,1.0,True,0.0,1.0,1.3846153846153846,False,False,7.0,False,9.0,1
44,27689,True,False,False,False,1.0,0.625,0.4074074074074074,0.0,0.2,False,False,True,0.8076923076923077,True,1.0,False,0.0,0.8666666666666667,1.4666666666666666,False,True,6.0,False,1.0,1
45,27826,False,False,False,False,0.938765189103484,0.64,0.13793103448275862,4.0,0.75,True,False,True,0.17857142857142858,False,4.0,True,0.0,0.7391304347826086,50.39130434782609,False,False,15.0,False,3.0,2
46,27875,True,False,False,False,1.0,0.625,0.4074074074074074,0.0,0.2,False,False,True,0.8076923076923077,True,1.0,False,0.0,0.8666666666666667,1.4666666666666666,False,True,6.0,False,1.0,1
47,28680,True,True,False,False,0.5697903448949019,0.5833333333333334,0.625,1.0,0.42857142857142855,True,True,True,0.6451612903225806,True,4.0,True,0.0,1.0,1.0,False,True,14.0,False,13.0,3
48,29043,True,False,False,False,0.7941249838716614,0.0,0.7857142857142857,1.0,0.0,False,True,True,0.4615384615384616,True,1.0,True,0.0,1.0,1.5,False,False,3.0,False,14.0,1
49,29044,True,False,False,False,0.7941249838716614,0.0,0.7857142857142857,1.0,0.0,False,True,True,0.4615384615384616,True,1.0,True,0.0,1.0,1.5,False,False,3.0,False,14.0,1
50,29343,True,False,False,False,1.0,0.5625,0.4074074074074074,0.0,0.2222222222222222,False,False,True,0.8076923076923077,True,1.0,False,0.0625,0.9285714285714286,1.2857142857142858,True,True,6.0,False,1.0,1
51,30129,True,True,False,False,0.3172227956248948,0.0,0.17391304347826084,1.0,0.0,False,True,True,0.2888888888888889,True,1.0,True,1.0,1.0,0.0,False,True,0.0,False,6.0,1
52,30352,True,False,False,False,1.0,0.875,0.2727272727272727,1.0,0.0,True,False,True,0.5238095238095238,True,2.0,False,0.0,1.0,1.0,False,False,0.0,False,7.0,1
53,30648,False,True,False,False,0.5075884816777709,0.7142857142857143,0.8205128205128205,3.0,0.0,False,True,False,0.10526315789473684,True,1.0,True,0.0,0.8333333333333334,6.333333333333332,False,False,0.0,False,9.0,1
54,30750,True,False,False,False,1.0,0.625,0.5,0.0,0.2,False,False,True,1.0,True,1.0,False,0.0,1.0,1.0,False,False,11.0,False,2.0,1
55,30895,True,False,False,False,1.0,0.5625,0.4074074074074074,0.0,0.2222222222222222,False,False,True,0.8076923076923077,True,1.0,False,0.0625,1.0,1.0,True,True,6.0,False,1.0,1
56,30896,True,False,False,False,1.0,0.625,0.5,0.0,0.2,False,False,True,1.0,True,1.0,False,0.0,1.0,1.0,False,False,11.0,False,2.0,1
57,33847,False,False,False,False,1.0,0.16666666666666666,0.18181818181818185,2.0,0.6666666666666666,True,False,True,0.3333333333333333,True,1.0,False,0.05555555555555555,0.9375,7.3125,False,False,13.0,False,4.0,1
58,33962,False,False,False,False,0.9635840609523764,0.3854166666666667,0.06796116504854369,1.0,0.6756756756756757,False,False,True,0.13725490196078433,False,4.0,False,0.4479166666666667,0.78,65.94,False,False,14.0,False,7.0,2
59,34403,False,False,False,False,1.0,0.7741935483870968,0.1388888888888889,1.0,0.0,True,False,True,0.2571428571428571,True,2.0,False,0.0,1.0,1.0,False,False,3.0,False,5.0,1
60,34416,True,False,True,True,0.9871776091651157,0.8181818181818182,0.7592592592592593,1.0,0.1111111111111111,True,True,True,0.1509433962264151,True,10.0,False,0.0,1.0,1.0,False,False,5.0,False,10.0,1
61,35533,False,False,False,False,1.0,0.0,0.1111111111111111,1.0,0.0,True,True,False,0.19230769230769232,True,2.0,True,0.9583333333333334,1.0,0.0,False,False,0.0,False,3.0,1
62,35927,True,True,False,True,0.7264273142045768,1.0,0.5151515151515151,1.0,0.5,True,True,True,0.59375,False,1.0,False,0.0,0.6666666666666666,44.22222222222222,False,False,3.0,False,0.0,2
63,36023,True,True,False,True,0.7264273142045768,1.0,0.5151515151515151,1.0,0.5,True,True,True,0.59375,False,1.0,False,0.0,0.6666666666666666,44.22222222222222,False,False,3.0,False,0.0,2
64,37007,True,False,False,True,0.3172227956248948,0.6153846153846154,0.41791044776119396,1.0,0.125,True,True,True,0.3484848484848485,True,2.0,False,0.0,0.9736842105263158,1.4736842105263157,False,False,4.0,False,12.0,1
65,37067,True,False,False,False,1.0,0.6666666666666666,0.4230769230769231,0.0,0.2,False,False,True,0.84,True,1.0,False,0.0,0.9285714285714286,1.4285714285714286,False,True,6.0,False,1.0,1
66,37068,True,False,False,False,1.0,0.6666666666666666,0.4230769230769231,0.0,0.2,False,False,True,0.84,True,1.0,False,0.0,0.9285714285714286,1.4285714285714286,False,True,6.0,False,1.0,1
67,37121,False,False,False,False,0.9997983732705804,0.4615384615384616,0.5,2.0,0.0,True,False,False,1.0,False,1.0,False,0.0,0.8333333333333334,7.916666666666668,False,False,2.0,False,0.0,1
68,37809,False,False,False,False,0.7264273142045768,0.5333333333333333,0.16,1.0,0.375,True,False,True,0.2083333333333333,False,1.0,True,0.0,0.8571428571428571,3.071428571428572,False,False,6.0,False,0.0,1
69,39331,True,False,True,True,0.9999407318415624,0.92,0.2857142857142857,1.0,0.39130434782608703,True,True,True,0.5588235294117647,True,6.0,True,0.0,0.9565217391304348,3.217391304347826,False,True,3.0,False,6.0,1
70,39369,True,False,False,False,0.991252213050367,0.5614035087719298,0.13636363636363635,1.0,0.71875,True,True,True,0.2,False,25.0,True,0.10526315789473684,0.68,30.58,True,True,7.0,False,0.0,2
71,40464,True,False,False,False,1.0,0.68,0.34210526315789475,1.0,0.0,True,False,True,0.5945945945945946,True,1.0,False,0.0,1.0,1.125,True,False,0.0,False,10.0,1
72,40808,True,False,False,False,1.0,0.5882352941176471,0.3928571428571429,0.0,0.2,False,False,True,0.7777777777777778,True,1.0,False,0.0,0.9375,0.9375,False,True,6.0,False,1.0,1
73,41080,False,False,False,False,0.282740759934599,0.3414634146341464,0.10869565217391304,8.0,0.35714285714285715,False,False,True,0.2,False,2.0,False,0.024390243902439025,0.9230769230769232,55.48717948717949,False,False,20.0,False,2.0,2
74,41216,True,False,False,False,1.0,0.8850574712643678,0.19444444444444445,1.0,0.5194805194805194,False,False,True,0.3457943925233645,True,1.0,True,0.0,1.0,1.0,False,False,3.0,False,21.0,3
75,42835,True,True,False,True,0.9085572112577446,0.0,0.6521739130434783,1.0,0.0,True,True,True,0.5625,False,1.0,True,0.0,1.0,1.0,False,True,29.0,False,45.0,3
76,42995,True,False,False,False,1.0,0.5882352941176471,0.3928571428571429,0.0,0.2,False,False,True,0.7777777777777778,True,1.0,False,0.0,0.9375,0.9375,False,True,6.0,False,1.0,1
77,43420,True,True,False,False,0.5548642926623354,0.9230769230769232,0.6578947368421053,1.0,0.4166666666666667,True,True,True,0.5866666666666667,True,1.0,True,0.0,0.92,4.04,False,False,0.0,False,37.0,3
78,43421,True,True,False,False,0.5548642926623354,0.9230769230769232,0.6578947368421053,1.0,0.4166666666666667,True,True,True,0.5866666666666667,True,1.0,True,0.0,0.92,4.04,False,False,0.0,False,37.0,3
79,44257,True,False,False,True,0.9941710257965882,0.6363636363636364,0.45,1.0,0.5714285714285714,True,False,False,0.9473684210526316,False,1.0,False,0.0,1.0,1.0,False,False,9.0,False,4.0,1
80,45264,False,False,False,False,0.9085572112577446,0.4444444444444444,0.05263157894736842,1.0,0.0,False,False,True,0.05555555555555555,False,1.0,False,0.0,0.8235294117647058,22.117647058823533,False,False,3.0,False,0.0,2
81,46738,False,True,False,False,1.0,0.75,0.3043478260869565,1.0,0.75,False,False,True,0.5454545454545454,True,3.0,False,0.0,0.8666666666666667,3.8,False,False,0.0,False,1.0,1
82,46739,False,True,False,False,1.0,0.75,0.3043478260869565,1.0,0.75,False,False,True,0.5454545454545454,True,3.0,False,0.0,0.8666666666666667,3.8,False,False,0.0,False,1.0,1
83,47547,False,False,False,False,0.990928926738888,0.0,0.41935483870967744,2.0,0.0,True,False,True,0.5333333333333333,False,1.0,False,1.0,1.0,0.0,False,False,0.0,False,0.0,1
84,48030,False,False,False,False,1.0,0.35294117647058826,0.15,1.0,0.3333333333333333,False,True,True,0.05263157894736842,True,1.0,False,0.1176470588235294,1.0,1.2222222222222223,False,False,1.0,False,2.0,1
85,48703,True,False,False,False,1.0,0.6666666666666666,0.4230769230769231,0.0,0.2,False,False,True,0.84,True,1.0,False,0.0,1.0,1.0,False,False,6.0,False,1.0,1
86,49090,False,False,False,False,0.9965473354833392,0.6,0.0625,2.0,0.3333333333333333,False,False,True,0.13333333333333333,False,1.0,False,0.0,0.7857142857142857,12.0,False,False,0.0,False,1.0,1
87,49269,True,False,False,False,0.9993731278049794,0.5,0.625,1.0,0.0,True,False,False,0.4,False,2.0,True,0.0,1.0,1.0,False,True,1.0,False,9.0,1
88,49292,True,False,False,False,0.9607641628892843,0.0,0.3181818181818182,1.0,0.0,True,True,True,0.42857142857142855,False,4.0,True,1.0,1.0,0.0,False,True,2.0,False,7.0,1
89,49956,False,False,False,False,0.9996327340694068,0.631578947368421,0.2083333333333333,3.0,0.5,True,False,False,0.3478260869565217,False,1.0,False,0.0,0.9411764705882352,5.294117647058823,True,False,0.0,False,5.0,1
90,53145,True,False,False,False,0.991252213050367,0.5789473684210527,0.13636363636363635,1.0,0.7272727272727273,True,True,True,0.2,False,25.0,True,0.08771929824561403,0.6862745098039216,33.35294117647059,True,True,7.0,False,0.0,2
91,53789,False,False,False,False,1.0,0.4444444444444444,0.3333333333333333,1.0,0.0,False,False,True,0.6538461538461539,True,1.0,False,0.0,1.0,8.588235294117647,False,False,6.0,False,9.0,1
92,55219,False,True,False,False,0.9996327340694068,0.5,0.14285714285714285,3.0,0.16666666666666666,True,False,False,0.3076923076923077,False,1.0,False,0.0,0.9,4.1,False,False,0.0,False,0.0,1
93,55438,False,False,False,False,0.4273235753459485,1.0,0.3181818181818182,2.0,0.0,False,False,True,0.19047619047619047,True,1.0,False,0.0,1.0,1.4,False,False,0.0,False,7.0,1
94,55798,True,True,False,True,1.0,0.5882352941176471,0.5142857142857142,1.0,0.5,True,True,True,0.9710144927536232,False,1.0,True,0.0,1.0,1.0,False,False,21.0,False,1.0,1
95,56313,False,False,False,False,0.7261898219388877,0.05263157894736842,0.13636363636363635,1.0,0.0,False,True,True,0.19047619047619047,False,6.0,False,0.0,0.7777777777777778,49.22222222222222,False,True,8.0,False,2.0,2
96,56776,True,False,False,False,0.990928926738888,0.0,0.4615384615384616,2.0,0.0,True,False,True,0.52,False,1.0,True,1.0,1.0,0.0,False,False,1.0,False,0.0,1
97,57511,False,True,False,False,0.6633490175168144,0.6666666666666666,0.625,1.0,0.6,True,True,True,0.4871794871794872,True,6.0,True,0.06666666666666668,0.6923076923076923,19.30769230769231,False,True,8.0,False,18.0,3
98,57578,False,False,False,False,0.8869248996606751,0.36585365853658536,0.3492063492063492,1.0,0.7333333333333333,False,False,True,0.6451612903225806,False,1.0,False,0.17073170731707318,0.8666666666666667,12.666666666666664,False,True,5.0,False,21.0,3
99,57666,True,False,False,False,0.9926738337566118,0.5,0.4,1.0,1.0,False,False,False,0.7777777777777778,True,1.0,True,0.0,1.0,1.0,False,False,2.0,False,4.0,1
100,58183,False,False,False,False,0.9895966575112686,0.7857142857142857,0.44,1.0,0.3636363636363637,True,False,True,0.875,True,1.0,False,0.0,1.0,1.0,False,False,6.0,False,10.0,1
101,58253,True,False,False,False,0.4786243285337402,0.8260869565217391,0.5208333333333334,1.0,0.631578947368421,True,False,True,0.9574468085106383,True,1.0,False,0.0,1.0,1.681818181818182,False,False,1.0,False,1.0,1
102,58570,False,False,False,False,0.9895966575112686,0.7857142857142857,0.44,1.0,0.3636363636363637,True,False,True,0.875,True,1.0,False,0.0,1.0,1.0,False,False,6.0,False,10.0,1
103,59662,False,True,False,False,0.8871705695714928,0.3636363636363637,0.35294117647058826,4.0,1.0,False,False,True,0.75,False,4.0,True,0.0,1.0,1.0,False,False,0.0,False,4.0,1
104,61467,True,False,False,False,1.0,0.5882352941176471,0.3928571428571429,0.0,0.2,False,False,True,0.7777777777777778,True,1.0,False,0.0,0.9375,0.9375,False,True,6.0,False,1.0,1
105,61810,True,False,False,False,1.0,0.8518518518518519,0.4489795918367347,0.0,0.6956521739130435,False,False,True,0.8541666666666666,True,2.0,False,0.0,0.9615384615384616,0.9615384615384616,False,False,9.0,False,1.0,1
106,62030,True,False,False,False,1.0,0.8518518518518519,0.4489795918367347,0.0,0.6956521739130435,False,False,True,0.8541666666666666,True,2.0,False,0.0,0.9615384615384616,0.9615384615384616,False,False,9.0,False,1.0,1
107,62187,True,True,False,False,0.9880561724049386,0.6875,0.5151515151515151,11.0,0.0,True,True,False,0.75,True,6.0,True,0.0,0.8,3.933333333333333,False,False,0.0,False,4.0,1
108,62884,False,False,False,False,0.9254409949708522,0.6190476190476191,0.08695652173913042,1.0,0.0,False,False,True,0.045454545454545456,True,1.0,True,0.0,1.0,1.0,False,False,0.0,False,2.0,1
109,62885,False,False,False,False,0.9254409949708522,0.6190476190476191,0.08695652173913042,1.0,0.0,False,False,True,0.045454545454545456,True,1.0,True,0.0,1.0,1.0,False,False,0.0,False,2.0,1
110,65501,True,True,False,False,0.997347884101542,0.6923076923076923,0.5,1.0,0.0,True,True,True,0.84,True,2.0,False,0.0,0.8181818181818182,6.8181818181818175,False,False,2.0,False,6.0,1
111,65595,False,False,False,False,1.0,0.0,0.03125,1.0,0.0,False,False,True,0.06451612903225806,False,1.0,False,0.967741935483871,1.0,0.0,False,False,2.0,False,0.0,1
112,65596,False,False,False,False,1.0,0.0,0.03125,1.0,0.0,False,False,True,0.06451612903225806,False,1.0,False,0.967741935483871,1.0,0.0,False,False,2.0,False,0.0,1
113,65931,True,False,False,False,1.0,0.0,0.631578947368421,1.0,0.0,True,False,True,0.5,True,1.0,False,0.4761904761904762,0.8333333333333334,2.333333333333333,False,False,0.0,False,10.0,1
114,67208,True,True,False,True,0.9957403466578948,0.0,0.55,1.0,0.0,True,True,True,0.8947368421052632,True,1.0,True,0.5555555555555556,1.0,0.0,False,False,0.0,False,8.0,1
115,67791,False,False,False,False,0.990928926738888,0.0,0.4814814814814815,2.0,0.0,True,False,True,0.6923076923076923,False,1.0,True,0.8181818181818182,1.0,0.0,False,False,1.0,False,0.0,1
116,68242,True,True,False,False,1.0,0.8936170212765957,0.5392156862745098,2.0,0.9285714285714286,True,True,True,0.9108910891089108,False,9.0,True,0.0,1.0,1.0,False,True,3.0,False,21.0,3
117,68413,True,True,False,True,1.0,0.9545454545454546,0.5319148936170213,1.0,0.4761904761904762,True,True,True,0.6559139784946236,True,1.0,True,0.0,0.9523809523809524,2.952380952380953,False,False,0.0,False,30.0,3
118,68468,False,False,False,False,0.9987091027307812,0.9610389610389608,0.18947368421052632,1.0,0.040540540540540536,True,True,True,0.3723404255319149,True,8.0,True,0.0,1.0,2.3466666666666667,True,False,4.0,False,32.0,3
119,68469,False,False,False,False,0.9987091027307812,0.9610389610389608,0.18947368421052632,1.0,0.040540540540540536,True,True,True,0.3723404255319149,True,9.0,True,0.0,1.0,2.3466666666666667,True,False,4.0,False,32.0,3
120,69077,False,False,False,False,0.8829902491874323,0.0,0.5625,1.0,0.0,True,True,True,0.4666666666666667,True,1.0,False,1.0,1.0,0.0,False,False,11.0,False,5.0,1
121,69691,True,False,False,False,1.0,0.0,0.19444444444444445,1.0,0.0,True,True,False,0.2285714285714285,True,2.0,True,1.0,1.0,0.0,False,False,0.0,False,5.0,1
122,70193,False,False,False,False,0.7264273142045768,1.0,0.1,1.0,0.6666666666666666,False,False,True,0.2222222222222222,False,3.0,False,0.0,0.75,27.5,False,False,10.0,False,0.0,2
123,70194,False,False,False,False,0.7264273142045768,1.0,0.1,1.0,0.6666666666666666,False,False,True,0.2222222222222222,False,3.0,False,0.0,0.75,27.5,False,False,10.0,False,0.0,2
124,70336,True,False,False,True,0.9994503682532704,1.0,0.5833333333333334,1.0,0.2,False,True,True,0.9090909090909092,False,8.0,True,0.0,1.0,1.0,False,False,0.0,False,14.0,1
125,70408,False,False,True,False,0.9629810883046614,0.4444444444444444,0.18181818181818185,1.0,0.75,False,False,True,0.3,True,3.0,False,0.0,0.8,19.4,False,True,0.0,False,3.0,2
126,70692,False,False,False,False,1.0,0.4545454545454545,0.3125,0.0,0.4,False,False,True,0.6,True,1.0,False,0.0,1.0,1.0,False,False,3.0,False,1.0,1
127,71180,False,False,False,False,0.5075884816777709,0.0,0.96875,3.0,0.0,True,False,False,0.03225806451612903,True,2.0,True,0.0,1.0,0.0,False,False,0.0,False,13.0,1
128,71508,True,False,False,False,0.990928926738888,0.0,0.3333333333333333,2.0,0.0,True,False,True,0.4375,False,1.0,True,0.7333333333333333,1.0,0.0,False,False,0.0,False,0.0,1
129,71643,False,False,False,False,0.9998533621559952,0.3666666666666665,0.03225806451612903,1.0,0.18181818181818185,False,False,True,0.03333333333333333,True,1.0,False,0.0,1.0,1.0,False,True,18.0,False,1.0,1
130,72219,True,True,False,True,0.3172227956248948,0.7142857142857143,0.8541666666666666,1.0,0.6,True,True,True,0.1276595744680851,False,1.0,True,0.0,1.0,2.333333333333333,False,False,1.0,False,27.0,3
131,72585,True,False,False,False,1.0,0.5882352941176471,0.3928571428571429,0.0,0.2,False,False,True,0.7777777777777778,True,1.0,False,0.0,0.9375,0.9375,False,True,6.0,False,1.0,1
132,72586,False,False,False,False,1.0,0.5555555555555556,0.4,0.0,0.6,False,False,True,0.8571428571428571,False,1.0,False,0.0,1.0,1.0,False,False,5.0,False,0.0,1
133,73581,True,False,False,False,1.0,0.3076923076923077,0.59375,1.0,0.0,True,False,True,0.6451612903225806,True,1.0,True,0.15384615384615385,0.9,2.6,False,False,3.0,False,10.0,1
134,75367,True,False,False,False,1.0,0.5294117647058824,0.3928571428571429,0.0,0.2222222222222222,False,False,True,0.7777777777777778,True,1.0,False,0.05882352941176471,1.0,1.0,True,True,6.0,False,1.0,1
135,75391,False,False,False,False,0.9918177854405872,0.4666666666666667,0.0625,3.0,0.2857142857142857,False,False,True,0.13333333333333333,False,6.0,False,0.06666666666666668,0.8461538461538461,5.769230769230767,True,True,3.0,False,1.0,1
136,75451,True,False,False,False,0.990928926738888,0.6153846153846154,0.3666666666666665,2.0,0.75,True,False,True,0.4827586206896552,False,1.0,True,0.07692307692307693,1.0,1.0,False,False,0.0,False,0.0,1
137,75785,False,False,False,False,0.7642097621386172,0.5263157894736842,0.3666666666666665,3.0,0.0,False,False,True,0.6896551724137931,False,1.0,True,0.05263157894736842,1.0,1.125,False,False,0.0,False,0.0,1
138,75843,False,False,False,False,0.9918177854405872,0.4666666666666667,0.0625,3.0,0.2857142857142857,False,False,True,0.13333333333333333,False,4.0,False,0.06666666666666668,0.8461538461538461,5.769230769230767,True,True,3.0,False,1.0,1
